"","ASV1","ASV3","ASV5","ASV6","ASV7","ASV8","ASV9","ASV10","ASV12","ASV13","ASV14","ASV15","ASV16","ASV17","ASV18","ASV19","ASV20","ASV21","ASV22","ASV23","ASV25","ASV26","ASV27","ASV28","ASV29","ASV30","ASV31","ASV32","ASV33","ASV34","ASV35","ASV37","ASV38","ASV39","ASV40","ASV41","ASV42","ASV43","ASV44","ASV45","ASV46","ASV47","ASV48","ASV49","ASV50","ASV51","ASV52","ASV53","ASV54","ASV55","ASV57","ASV58","ASV59","ASV60","ASV61","ASV62","ASV63","ASV65","ASV66","ASV69","ASV70","ASV71","ASV74","ASV79"
"BL1-6",0.43354568014941,0.260879576329726,0.00524471051756338,0.0152992043390385,0.00237930769821168,0.102463734745567,0.00378642515414332,0.0216184409138588,0.00179087676209481,0.0177296799447387,0.00276306700437486,0.0480210811778852,0.0283981886560749,0.00445160795149282,0.000179087676209481,0.00711233914089083,0.0085962084580551,0.00094660628853583,0.00240489165195589,2.55839537442116e-05,0.00347941770921278,0.00821244915189193,0.00104894210351268,0.0017652928083506,0.00268631514314222,0.00094660628853583,0.000230255583697905,0.000127919768721058,0.00301890654181697,2.55839537442116e-05,0.000358175352418963,0.00276306700437486,2.55839537442116e-05,0.00194438048456008,2.55839537442116e-05,0.00202113234579272,2.55839537442116e-05,2.55839537442116e-05,0.00063959884360529,0.000818686519814772,2.55839537442116e-05,2.55839537442116e-05,2.55839537442116e-05,0.000997774196024253,2.55839537442116e-05,0.000204671629953693,2.55839537442116e-05,2.55839537442116e-05,2.55839537442116e-05,2.55839537442116e-05,2.55839537442116e-05,2.55839537442116e-05,2.55839537442116e-05,2.55839537442116e-05,2.55839537442116e-05,2.55839537442116e-05,2.55839537442116e-05,2.55839537442116e-05,2.55839537442116e-05,0.000434927213651597,2.55839537442116e-05,2.55839537442116e-05,2.55839537442116e-05,2.55839537442116e-05
"BL1-8",0.421211542136442,0.148519013949933,0.0134530861838334,0.0461303267724059,0.00141410280909612,0.107127842537741,0.00133766481941525,0.0541563156888974,0.0026753296388305,0.00653544811771451,0.0103191286069176,0.0355054462067647,0.0687559717179438,0.0233135868526658,0.000382189948404357,0.00221670170074527,0.00756736097840627,0.000726160901968278,0.00642079113319319,0.000917255876170457,0.0086757118287789,0.0104720045862794,0.00198738773170266,0.00168163577297917,0.00183451175234091,0.00129944582457481,0.000305751958723485,0.00026753296388305,0.00450984139117141,3.82189948404357e-05,3.82189948404357e-05,0.00263711064399006,3.82189948404357e-05,0.00301930059239442,3.82189948404357e-05,0.00233135868526658,3.82189948404357e-05,3.82189948404357e-05,0.000726160901968278,3.82189948404357e-05,3.82189948404357e-05,3.82189948404357e-05,3.82189948404357e-05,0.000229313969042614,3.82189948404357e-05,3.82189948404357e-05,3.82189948404357e-05,3.82189948404357e-05,3.82189948404357e-05,3.82189948404357e-05,0.000229313969042614,3.82189948404357e-05,3.82189948404357e-05,3.82189948404357e-05,3.82189948404357e-05,3.82189948404357e-05,3.82189948404357e-05,3.82189948404357e-05,3.82189948404357e-05,3.82189948404357e-05,3.82189948404357e-05,3.82189948404357e-05,3.82189948404357e-05,3.82189948404357e-05
"BL2-10",0.33609771607228,0.132716867150655,0.0223888506173494,0.0449366753219225,0.00172221927825764,0.10407503576917,0.00103333156695459,0.0618144242488474,0.00156324519103386,0.00590853690848392,0.143421122357056,0.0312913995018812,0.0436383869429283,0.0170102273329447,0.00042393089926342,0.00251708971437656,0.00649144189497112,0.000794870436118913,0.0090615229717556,0.000609400667691166,0.00572306714005617,0.00755126914312967,0.00291452493243601,0.00119230565417837,0.00169572359705368,0.000794870436118913,0.000397435218059456,0.000476922261671347,0.00370939536855492,2.64956812039638e-05,0.000132478406019819,0.00180170632186954,2.64956812039638e-05,0.0015367495098299,2.64956812039638e-05,0.00108632292936251,2.64956812039638e-05,0.00156324519103386,0.000768374754914949,2.64956812039638e-05,2.64956812039638e-05,2.64956812039638e-05,2.64956812039638e-05,2.64956812039638e-05,2.64956812039638e-05,2.64956812039638e-05,2.64956812039638e-05,2.64956812039638e-05,2.64956812039638e-05,2.64956812039638e-05,2.64956812039638e-05,2.64956812039638e-05,0.000397435218059456,2.64956812039638e-05,2.64956812039638e-05,2.64956812039638e-05,2.64956812039638e-05,2.64956812039638e-05,2.64956812039638e-05,2.64956812039638e-05,2.64956812039638e-05,2.64956812039638e-05,2.64956812039638e-05,2.64956812039638e-05
"BL2-6",0.411435239206534,0.301594710229483,0.00293011798262673,0.0154025670945158,0.00178918708673668,0.0906521457279917,0.00363023466874109,0.0350058343057176,0.00246337352521717,0.0150136133800078,0.00458965383119409,0.0399844418514197,0.0192402437443278,0.00352651367820563,0.000414883962141838,0.00723453908984831,0.0110722157396603,0.000829767924283677,0.00305976922079606,2.59302476338649e-05,0.00215221055361079,0.00715674834694671,2.59302476338649e-05,0.00176325683910281,0.00272267600155581,0.00111500064825619,0.000363023466874109,0.000155581485803189,0.00355244392583949,2.59302476338649e-05,0.000337093219240244,0.0033968624400363,2.59302476338649e-05,0.00210035005834306,2.59302476338649e-05,0.00171139634383508,2.59302476338649e-05,0.000207441981070919,0.000933488914819137,0.000388953714507974,2.59302476338649e-05,2.59302476338649e-05,2.59302476338649e-05,2.59302476338649e-05,7.77907429015947e-05,0.000337093219240244,0.000674186438480488,2.59302476338649e-05,2.59302476338649e-05,0.000311162971606379,2.59302476338649e-05,2.59302476338649e-05,2.59302476338649e-05,2.59302476338649e-05,2.59302476338649e-05,2.59302476338649e-05,2.59302476338649e-05,2.59302476338649e-05,2.59302476338649e-05,2.59302476338649e-05,2.59302476338649e-05,2.59302476338649e-05,2.59302476338649e-05,2.59302476338649e-05
"BL2-8",0.406143435635124,0.1745257885763,0.00402280477408355,0.0321824381926684,0.00130541346973572,0.109894501278772,0.00194479965899403,0.0769927536231884,0.00135869565217391,0.00935102301790281,0.0530424126172208,0.034580136402387,0.0327152600170503,0.0107630008525149,0.000213128729752771,0.00274403239556692,0.00759271099744245,0.000719309462915601,0.00575447570332481,0.00138533674339301,0.00548806479113384,0.00676683716965047,0.00122549019607843,0.00109228473998295,0.00173167092924126,0.00109228473998295,0.000239769820971867,0.000532821824381926,0.00487531969309463,2.66410912190963e-05,0.000213128729752771,0.00197144075021313,2.66410912190963e-05,0.00263746803069054,2.66410912190963e-05,0.00162510656436488,2.66410912190963e-05,0.000666027280477408,0.000745950554134697,2.66410912190963e-05,0.000852514919011082,2.66410912190963e-05,2.66410912190963e-05,2.66410912190963e-05,2.66410912190963e-05,2.66410912190963e-05,2.66410912190963e-05,2.66410912190963e-05,2.66410912190963e-05,2.66410912190963e-05,2.66410912190963e-05,2.66410912190963e-05,2.66410912190963e-05,2.66410912190963e-05,2.66410912190963e-05,2.66410912190963e-05,2.66410912190963e-05,0.00029305200341006,2.66410912190963e-05,2.66410912190963e-05,2.66410912190963e-05,2.66410912190963e-05,2.66410912190963e-05,2.66410912190963e-05
"BL3-10",0.338746151540746,0.145056262430864,0.036727243004659,0.0530746805438248,0.00100809198158189,0.101054409721276,0.00136228646159714,0.031468817262894,0.00136228646159714,0.00866414189575784,0.0354739394599896,0.0513037081437485,0.0968585674195571,0.0363458027954118,0.000626651772334687,0.00226139552625126,0.00950875950194807,0.0024793613601068,0.00542190011715663,0.00204342969239572,0.00610304334795521,0.00735634689262458,0.00299703021551372,0.00138953219082909,0.00237037844317903,0.00136228646159714,0.000626651772334687,0.00100809198158189,0.00550363730485247,2.72457292319429e-05,2.72457292319429e-05,0.00256109854780263,2.72457292319429e-05,0.00212516688009155,2.72457292319429e-05,0.00163474375391657,2.72457292319429e-05,2.72457292319429e-05,0.00100809198158189,0.000272457292319429,2.72457292319429e-05,2.72457292319429e-05,2.72457292319429e-05,0.000871863335422173,0.0003814402092472,2.72457292319429e-05,2.72457292319429e-05,2.72457292319429e-05,2.72457292319429e-05,0.000681143230798572,0.0001907201046236,2.72457292319429e-05,2.72457292319429e-05,2.72457292319429e-05,2.72457292319429e-05,2.72457292319429e-05,2.72457292319429e-05,2.72457292319429e-05,2.72457292319429e-05,2.72457292319429e-05,2.72457292319429e-05,2.72457292319429e-05,2.72457292319429e-05,2.72457292319429e-05
"BL3-6",0.492050305757471,0.241283027575862,0.00223837544709819,0.0103380639206184,0.00156917041652244,0.078920041536864,0.00334602515287873,0.0197992384908273,0.00170762662974501,0.0156455520941502,0.00302296065535941,0.0418368524287527,0.0349140417676243,0.00784585208261221,0.000253836390908042,0.00669205030575747,0.00731510326525903,0.000715357101649937,0.00214607130494981,0.000923041421483789,0.00149994230991116,0.00904580593054113,2.30760355370947e-05,0.00106149763470636,0.00223837544709819,0.000553824852890274,2.30760355370947e-05,0.000161532248759663,0.00371524172147225,2.30760355370947e-05,0.000138456213222568,0.00323064497519326,2.30760355370947e-05,0.00136148609668859,2.30760355370947e-05,0.00161532248759663,2.30760355370947e-05,2.30760355370947e-05,0.000646128995038652,0.000207684319833853,2.30760355370947e-05,2.30760355370947e-05,2.30760355370947e-05,0.000507672781816084,0.000276912426445137,0.000276912426445137,2.30760355370947e-05,2.30760355370947e-05,2.30760355370947e-05,2.30760355370947e-05,2.30760355370947e-05,2.30760355370947e-05,2.30760355370947e-05,2.30760355370947e-05,2.30760355370947e-05,2.30760355370947e-05,2.30760355370947e-05,0.000276912426445137,2.30760355370947e-05,2.30760355370947e-05,2.30760355370947e-05,2.30760355370947e-05,2.30760355370947e-05,2.30760355370947e-05
"BL3-8",0.434313330648409,0.160585313464895,0.0176936501543831,0.0335615518861592,0.000778628003758894,0.0971405557792993,0.00276547187541952,0.0322459390522218,0.00230903476976775,0.0110081890186602,0.011840515505437,0.0501543831386764,0.0521680762518459,0.0443817962142569,0.000322190898107129,0.00281917035843737,0.00904819438850852,0.00061753255470533,0.00550409450933011,0.00128876359242851,0.00322190898107128,0.00730299369042825,2.68492415089274e-05,0.000912874211303531,0.00319505973956236,0.000993421935830313,0.000241643173580346,0.000268492415089274,0.00394683850181232,2.68492415089274e-05,0.000134246207544637,0.00238958249429454,2.68492415089274e-05,0.00201369311316955,2.68492415089274e-05,0.00144985904148208,2.68492415089274e-05,0.00104712041884817,0.000536984830178547,0.00051013558866962,2.68492415089274e-05,2.68492415089274e-05,2.68492415089274e-05,2.68492415089274e-05,2.68492415089274e-05,2.68492415089274e-05,2.68492415089274e-05,2.68492415089274e-05,2.68492415089274e-05,2.68492415089274e-05,0.000134246207544637,2.68492415089274e-05,2.68492415089274e-05,2.68492415089274e-05,0.000429587864142838,2.68492415089274e-05,2.68492415089274e-05,2.68492415089274e-05,2.68492415089274e-05,2.68492415089274e-05,2.68492415089274e-05,2.68492415089274e-05,2.68492415089274e-05,2.68492415089274e-05
"BL4-10",0.321072122115341,0.167547306146412,0.0195095515512803,0.0420223095334869,0.00115160547351307,0.0923994038748138,0.000654834484938807,0.0331255927381114,0.000858058980264643,0.00510319288262657,0.158560267353114,0.0312288307817369,0.0437158469945355,0.0337578467235695,0.000429029490132322,0.00191934245585512,0.00666124734679131,0.00155805446416475,0.0060515738608138,2.25804994806485e-05,0.00379352391274895,0.00733866233121077,0.00293546493248431,0.0014451519667615,0.00286772343404236,0.000677414984419456,0.000383868491171025,0.000587092986496862,0.00338707492209728,2.25804994806485e-05,0.000135482996883891,0.00219030844962291,2.25804994806485e-05,0.0023257914465068,2.25804994806485e-05,0.00112902497403243,2.25804994806485e-05,2.25804994806485e-05,0.000925800478706589,0.000338707492209728,2.25804994806485e-05,2.25804994806485e-05,2.25804994806485e-05,2.25804994806485e-05,0.000632253985458158,2.25804994806485e-05,2.25804994806485e-05,2.25804994806485e-05,2.25804994806485e-05,2.25804994806485e-05,0.000248385494287134,0.000541931987535564,2.25804994806485e-05,2.25804994806485e-05,2.25804994806485e-05,2.25804994806485e-05,2.25804994806485e-05,2.25804994806485e-05,2.25804994806485e-05,2.25804994806485e-05,0.000203224495325837,2.25804994806485e-05,2.25804994806485e-05,2.25804994806485e-05
"BL4-6",0.394067294240391,0.31859246437294,0.00227633794133687,0.0173333649491381,0.00135157565266877,0.0820904370094611,0.00324852393711617,0.0234984468735921,0.00113816897066844,0.0152467218362459,0.00599909894956489,0.0454081995589595,0.0322244089820501,0.00725582718801129,0.000142271121333555,0.0046949470040073,0.0087733858155692,0.000853626728001328,0.00199179569866977,2.37118535555924e-05,0.00327223579067176,0.0084651317193465,0.00101960970289048,0.00177838901666943,0.0044104047613402,0.000806203020890143,0.000355677803333887,0.000118559267777962,0.00329594764422735,2.37118535555924e-05,0.000308254096222702,0.00296398169444906,2.37118535555924e-05,0.00246603276978161,2.37118535555924e-05,0.000924762288668105,2.37118535555924e-05,0.00111445711711284,0.000687643753112181,2.37118535555924e-05,2.37118535555924e-05,2.37118535555924e-05,2.37118535555924e-05,2.37118535555924e-05,0.000142271121333555,2.37118535555924e-05,2.37118535555924e-05,2.37118535555924e-05,2.37118535555924e-05,2.37118535555924e-05,2.37118535555924e-05,2.37118535555924e-05,2.37118535555924e-05,9.48474142223698e-05,2.37118535555924e-05,0.000640220046000996,2.37118535555924e-05,2.37118535555924e-05,0.000118559267777962,2.37118535555924e-05,0.000237118535555925,2.37118535555924e-05,2.37118535555924e-05,2.37118535555924e-05
"BL4-8",0.390229047484393,0.185804711461075,0.00798294651208318,0.0411110869423357,0.00139212146259761,0.100841798446914,0.00147912905400996,0.0529006155787093,0.0010658429948013,0.00911404520044374,0.0725643312379005,0.0330628847366933,0.0376960389794009,0.0206643029604333,0.000130511387118526,0.00213168598960259,0.00809170600134861,0.000587301242033367,0.00478541752767929,2.17518978530877e-05,0.00465490614056076,0.00685184782372262,0.00132686576903835,0.00115285058621365,0.00243621255954582,0.00150088095186305,0.000195767080677789,0.000369782263502491,0.00217518978530877,2.17518978530877e-05,0.000108759489265438,0.00150088095186305,2.17518978530877e-05,0.00213168598960259,2.17518978530877e-05,0.000826572118417332,2.17518978530877e-05,2.17518978530877e-05,0.000804820220564244,2.17518978530877e-05,0.000696060731298806,2.17518978530877e-05,2.17518978530877e-05,0.000478541752767929,6.52556935592631e-05,2.17518978530877e-05,2.17518978530877e-05,2.17518978530877e-05,2.17518978530877e-05,2.17518978530877e-05,2.17518978530877e-05,0.000152263284971614,0.000130511387118526,2.17518978530877e-05,2.17518978530877e-05,2.17518978530877e-05,6.52556935592631e-05,0.000217518978530877,2.17518978530877e-05,2.17518978530877e-05,2.17518978530877e-05,2.17518978530877e-05,2.17518978530877e-05,2.17518978530877e-05
"BL5-10",0.310693817827094,0.180904767711255,0.0319473234971345,0.0378490427996586,0.00102426533349592,0.0901841238873308,0.00121936349225704,0.0270210949884161,0.00187781977807585,0.00690159736617486,0.145006706499207,0.0422143641019388,0.0487013778807463,0.0268503840995001,0.000195098158761127,0.00209730520668211,0.00651140104865261,0.00290208511157176,0.0058529447628338,2.43872698451408e-05,0.00307279600048775,0.00563345933422753,0.00199975612730155,0.00141446165101817,0.00219485428606268,0.00117058895256676,0.000390196317522253,0.00109742714303134,0.00287769784172662,2.43872698451408e-05,9.75490793805634e-05,0.00424338495305451,2.43872698451408e-05,0.00136568711132789,2.43872698451408e-05,0.0011949762224119,2.43872698451408e-05,2.43872698451408e-05,0.00104865260334106,0.000438970857212535,2.43872698451408e-05,2.43872698451408e-05,2.43872698451408e-05,2.43872698451408e-05,0.000317034507986831,2.43872698451408e-05,2.43872698451408e-05,2.43872698451408e-05,2.43872698451408e-05,2.43872698451408e-05,0.000243872698451408,2.43872698451408e-05,9.75490793805634e-05,2.43872698451408e-05,2.43872698451408e-05,2.43872698451408e-05,2.43872698451408e-05,2.43872698451408e-05,2.43872698451408e-05,2.43872698451408e-05,2.43872698451408e-05,2.43872698451408e-05,0.000512132666747958,2.43872698451408e-05
"BL5-6",0.458952326724986,0.251979916144728,0.00336456338319789,0.0150111289404213,0.00119053781251618,0.0863657539210104,0.00188933174594958,0.0300740203944303,0.00178580671877426,0.0162534292665252,0.00760908949738599,0.0442569491174491,0.0269682695791708,0.00465862622288938,0.000388218851907449,0.00735027692944769,0.00905843987784046,0.000983487758165536,0.00245871939541384,2.58812567938299e-05,0.00258812567938299,0.00641855168486982,2.58812567938299e-05,0.00170816294839277,0.00429628862777577,0.00100936901495937,0.000258812567938299,0.000181168797556809,0.00227755059785703,2.58812567938299e-05,0.000336456338319789,0.00388218851907448,2.58812567938299e-05,0.00163051917801128,2.58812567938299e-05,0.00142346912366064,0.000207050054350639,2.58812567938299e-05,0.000724675190227237,0.000776437703814897,2.58812567938299e-05,0.000750556447021067,2.58812567938299e-05,2.58812567938299e-05,0.000207050054350639,2.58812567938299e-05,2.58812567938299e-05,2.58812567938299e-05,2.58812567938299e-05,2.58812567938299e-05,2.58812567938299e-05,2.58812567938299e-05,2.58812567938299e-05,2.58812567938299e-05,2.58812567938299e-05,2.58812567938299e-05,2.58812567938299e-05,2.58812567938299e-05,2.58812567938299e-05,2.58812567938299e-05,2.58812567938299e-05,2.58812567938299e-05,2.58812567938299e-05,2.58812567938299e-05
"BL5-8",0.393855988635355,0.152668028056468,0.00546035692089141,0.0604634644410903,0.00235283672201012,0.0835479002042085,0.00150936695374234,0.094424220900293,0.00173133268223386,0.0150048832460268,0.00825712509988458,0.0801740211311374,0.0115866110272574,0.0130515848353014,0.000621504039776259,0.00310752019888129,0.0157151735771997,0.00142058066234573,0.00950013317943709,4.43931456983042e-05,0.00972209890792862,0.00963331261653201,0.00257480245050164,0.00199769155642369,0.00466128029832194,0.000887862913966084,4.43931456983042e-05,0.000887862913966084,0.00355145165586433,4.43931456983042e-05,0.000221965728491521,0.00142058066234573,4.43931456983042e-05,0.00341827221876942,4.43931456983042e-05,0.00239722986770843,4.43931456983042e-05,0.000399538311284738,0.000932256059664388,4.43931456983042e-05,4.43931456983042e-05,4.43931456983042e-05,4.43931456983042e-05,4.43931456983042e-05,0.000355145165586433,0.000621504039776259,4.43931456983042e-05,4.43931456983042e-05,4.43931456983042e-05,4.43931456983042e-05,0.000133179437094913,4.43931456983042e-05,4.43931456983042e-05,0.000399538311284738,4.43931456983042e-05,4.43931456983042e-05,4.43931456983042e-05,4.43931456983042e-05,0.000177572582793217,4.43931456983042e-05,4.43931456983042e-05,4.43931456983042e-05,4.43931456983042e-05,4.43931456983042e-05
"PC1-10",0.124919981710105,0.0645633287608596,0.279926840420667,0.0276177411979881,0.000914494741655236,0.0196616369455876,0.0970278920896205,0.0211248285322359,0.0831275720164609,0.0824874256973023,0.000731595793324188,0.0166438042981253,9.14494741655236e-05,9.14494741655236e-05,0.00173754000914495,0.0321902149062643,0.00823045267489712,0.0346593507087334,0.0123456790123457,9.14494741655236e-05,0.0126200274348423,0.0031092821216278,9.14494741655236e-05,0.0112482853223594,0.00960219478737997,0.00109739368998628,0.0108824874256973,0.0256973022405121,9.14494741655236e-05,9.14494741655236e-05,0.0107910379515318,0.000731595793324188,9.14494741655236e-05,0.000640146319158665,9.14494741655236e-05,9.14494741655236e-05,0.000731595793324188,9.14494741655236e-05,9.14494741655236e-05,9.14494741655236e-05,9.14494741655236e-05,9.14494741655236e-05,0.00137174211248285,9.14494741655236e-05,9.14494741655236e-05,9.14494741655236e-05,0.000274348422496571,9.14494741655236e-05,9.14494741655236e-05,9.14494741655236e-05,9.14494741655236e-05,9.14494741655236e-05,9.14494741655236e-05,9.14494741655236e-05,9.14494741655236e-05,9.14494741655236e-05,0.000274348422496571,9.14494741655236e-05,9.14494741655236e-05,9.14494741655236e-05,9.14494741655236e-05,9.14494741655236e-05,9.14494741655236e-05,9.14494741655236e-05
