"","ASV1","ASV3","ASV5","ASV6","ASV7","ASV8","ASV9","ASV10","ASV12","ASV13","ASV14","ASV15","ASV16","ASV17","ASV18","ASV19","ASV20","ASV21","ASV22","ASV23","ASV25","ASV26","ASV27","ASV28","ASV29","ASV30","ASV31","ASV32","ASV33","ASV34","ASV35","ASV37","ASV38","ASV39","ASV40","ASV41","ASV42","ASV43","ASV44","ASV45","ASV46","ASV47","ASV48","ASV49","ASV50","ASV51","ASV52","ASV53","ASV54","ASV55","ASV57","ASV58","ASV59","ASV60","ASV61","ASV62","ASV63","ASV65","ASV66","ASV69","ASV70","ASV71","ASV74","ASV79"
"BC4-6",0.364698478712926,0.281383386231805,0.00333807595490861,0.0129145233665317,0.00153223158585969,0.108159133194703,0.00251723760534092,0.0539564408449162,0.00232570865710846,0.0157874575900186,0.0317938054065886,0.0297690708109883,0.0375943964102003,0.0113002079457152,2.7361278318923e-05,0.00300974061508154,0.00864616394877969,0.00197001203896246,0.00298237933676261,0.000738754514610922,0.00202473459560031,0.002845572945168,0.00216154098719492,0.00139542519426508,0.003201269563314,0.000574586844697384,0.000355696618146,0.000218890226551384,0.00418627558279523,2.7361278318923e-05,0.000383057896464923,0.00202473459560031,2.7361278318923e-05,0.00136806391594615,2.7361278318923e-05,0.00172376053409215,2.7361278318923e-05,0.00136806391594615,0.000465141731421692,2.7361278318923e-05,2.7361278318923e-05,2.7361278318923e-05,2.7361278318923e-05,2.7361278318923e-05,2.7361278318923e-05,2.7361278318923e-05,2.7361278318923e-05,2.7361278318923e-05,2.7361278318923e-05,0.000355696618146,2.7361278318923e-05,0.000164167669913538,2.7361278318923e-05,2.7361278318923e-05,2.7361278318923e-05,2.7361278318923e-05,2.7361278318923e-05,2.7361278318923e-05,2.7361278318923e-05,2.7361278318923e-05,2.7361278318923e-05,2.7361278318923e-05,2.7361278318923e-05,2.7361278318923e-05
"BC4-8",0.235223027905955,0.127993847506043,0.00498791474401231,0.0320149417710393,0.0030103274005713,0.106042627993848,0.000791034937376401,0.124785761371127,0.001977587343441,0.00863546473302571,0.170424082619205,0.0264776972094045,0.0735003295978906,0.0399472643375083,0.0002417051197539,0.0012524719841793,0.00659195781147001,0.0017798286090969,0.00580092287409361,0.000637222588442101,0.00468029004614371,0.0030542737859811,0.0034497912546693,0.0010547132498352,0.002636783124588,0.0003076246978686,0.0002636783124588,0.000505383432212701,0.00564711052515931,2.19731927049e-05,0.0001318391562294,0.0013403647549989,2.19731927049e-05,0.000878927708196001,2.19731927049e-05,0.0012524719841793,2.19731927049e-05,0.0012964183695891,0.0003955174686882,2.19731927049e-05,2.19731927049e-05,2.19731927049e-05,2.19731927049e-05,2.19731927049e-05,2.19731927049e-05,0.0002636783124588,2.19731927049e-05,2.19731927049e-05,2.19731927049e-05,2.19731927049e-05,2.19731927049e-05,2.19731927049e-05,2.19731927049e-05,2.19731927049e-05,2.19731927049e-05,2.19731927049e-05,2.19731927049e-05,2.19731927049e-05,0.0001318391562294,2.19731927049e-05,2.19731927049e-05,2.19731927049e-05,2.19731927049e-05,2.19731927049e-05
"BC5-10",0.226700484205672,0.0884021212819921,0.0197140880793175,0.0390362001383445,0.00315886557528245,0.0914687572054416,0.000415033433248789,0.0604104219506571,0.00184459303666129,0.00269771731611713,0.239013142725386,0.0283836753516256,0.0858196910306664,0.0633848282222734,2.30574129582661e-05,0.00117592806087157,0.00599492736914918,0.0065944201060641,0.00465759741756975,2.30574129582661e-05,0.00493428637306894,0.00246714318653447,0.00654830528014757,0.000737837214664515,0.00200599492736915,0.000438090846207055,0.000807009453539313,0.000968411344247175,0.0052340327415264,2.30574129582661e-05,0.00011528706479133,0.00216739681807701,2.30574129582661e-05,0.00133732995157943,2.30574129582661e-05,0.00117592806087157,9.22296518330643e-05,2.30574129582661e-05,0.000415033433248789,2.30574129582661e-05,2.30574129582661e-05,2.30574129582661e-05,2.30574129582661e-05,2.30574129582661e-05,0.000576435323956652,2.30574129582661e-05,2.30574129582661e-05,2.30574129582661e-05,2.30574129582661e-05,2.30574129582661e-05,0.00011528706479133,2.30574129582661e-05,2.30574129582661e-05,2.30574129582661e-05,2.30574129582661e-05,2.30574129582661e-05,2.30574129582661e-05,2.30574129582661e-05,2.30574129582661e-05,2.30574129582661e-05,0.000345861194373991,2.30574129582661e-05,2.30574129582661e-05,2.30574129582661e-05
"BC5-6",0.434770242083307,0.204854307565894,0.00989191580810315,0.0136843435939574,0.00195942102269136,0.113109158713103,0.00240187093104102,0.0645660830541685,0.00243347449592314,0.0131786865558435,0.0171607357309905,0.0245875734782883,0.0355224069275014,0.0158017824410593,0.000189621389292712,0.00758485557170849,0.0101447443271601,0.00154857467922382,0.00353959926679729,0.000790089122052968,0.00233866380127679,0.00148536754945958,0.00104291764110992,0.0015169711143417,0.00176979963339865,0.000316035648821187,0.000410846343467543,0.000189621389292712,0.00300233866380128,3.16035648821187e-05,0.000442449908349662,0.00290752796915492,3.16035648821187e-05,0.00120093546552051,3.16035648821187e-05,0.00192781745780924,3.16035648821187e-05,0.00072688199228873,0.000347639213703306,0.000379242778585424,3.16035648821187e-05,3.16035648821187e-05,3.16035648821187e-05,3.16035648821187e-05,3.16035648821187e-05,3.16035648821187e-05,3.16035648821187e-05,3.16035648821187e-05,3.16035648821187e-05,3.16035648821187e-05,3.16035648821187e-05,3.16035648821187e-05,3.16035648821187e-05,3.16035648821187e-05,0.000505657038113899,3.16035648821187e-05,3.16035648821187e-05,3.16035648821187e-05,0.000505657038113899,0.000474053473231781,3.16035648821187e-05,3.16035648821187e-05,3.16035648821187e-05,3.16035648821187e-05
"BC5-8",0.263243190943834,0.0826278360988825,0.0116588457258962,0.0412171641430023,0.00389434473416864,0.12333704223308,0.00116104687726767,0.149291277635334,0.00232209375453534,0.00735329688936191,0.126699240481834,0.0303323496686179,0.0539161143631174,0.0498524502926806,2.41884766097431e-05,0.00159643945624305,0.00819989357070292,0.00162062793285279,0.00793382032799575,0.00118523535387741,0.00715978907648396,0.00350732910841275,0.00217696289487688,0.000991727540999468,0.00244303613758406,0.000749842774902037,0.000556334962024092,0.000846596681341009,0.00590198829277732,2.41884766097431e-05,2.41884766097431e-05,0.00169319336268202,2.41884766097431e-05,0.000991727540999468,2.41884766097431e-05,0.00147549707319433,2.41884766097431e-05,2.41884766097431e-05,0.000604711915243578,2.41884766097431e-05,2.41884766097431e-05,2.41884766097431e-05,2.41884766097431e-05,0.000193507812877945,0.000145130859658459,2.41884766097431e-05,2.41884766097431e-05,2.41884766097431e-05,0.00208020898843791,2.41884766097431e-05,2.41884766097431e-05,2.41884766097431e-05,2.41884766097431e-05,2.41884766097431e-05,2.41884766097431e-05,2.41884766097431e-05,2.41884766097431e-05,2.41884766097431e-05,2.41884766097431e-05,2.41884766097431e-05,0.000362827149146147,2.41884766097431e-05,2.41884766097431e-05,2.41884766097431e-05
"BH1-10",0.240647880029192,0.098312027685571,0.0334063140052264,0.104762577394825,0.249735150787485,0.0424229583068484,0.000282505826682675,0.0250017656614168,0.000894601784495138,0.00157732419897827,0.0641052805047437,0.0349600960519811,0.0240600795724745,0.0231890199402029,2.35421522235563e-05,0.000470843044471125,0.00395508157355745,0.0045200932269228,0.0060267909692304,0.00706264566706688,0.00216587800456718,0.00153023989453116,0.0200343715422464,0.000847517480048026,0.00207170939567295,0.000329590131129788,0.000400216587800457,0.000400216587800457,0.00374320220354545,2.35421522235563e-05,2.35421522235563e-05,0.000635638110036019,2.35421522235563e-05,0.000541469501141794,2.35421522235563e-05,0.000635638110036019,2.35421522235563e-05,2.35421522235563e-05,2.35421522235563e-05,2.35421522235563e-05,2.35421522235563e-05,2.35421522235563e-05,2.35421522235563e-05,2.35421522235563e-05,0.00018833721778845,2.35421522235563e-05,2.35421522235563e-05,2.35421522235563e-05,2.35421522235563e-05,2.35421522235563e-05,0.000258963674459119,2.35421522235563e-05,2.35421522235563e-05,2.35421522235563e-05,2.35421522235563e-05,2.35421522235563e-05,2.35421522235563e-05,2.35421522235563e-05,2.35421522235563e-05,0.000117710761117781,2.35421522235563e-05,2.35421522235563e-05,2.35421522235563e-05,2.35421522235563e-05
"BH1-6",0.16730200197265,0.148455202196572,0.00410524351558126,0.0516887479007277,0.434969210673633,0.0253778690054114,0.00109295444245995,0.038999813398022,0.00122624156958921,0.0127689067789833,0.00855703356169861,0.0368672193639538,0.0146615839842188,0.00714419001412843,2.66574254258524e-05,0.00170607522725455,0.00690427318529576,0.00141284354757018,0.00471836430037587,0.0120491562924853,0.00178604750353211,0.00183936235438381,0.0073307919921094,0.000693093061072162,0.00109295444245995,0.000133287127129262,0.000533148508517047,0.000293231679684376,0.00234585343747501,2.66574254258524e-05,0.000266574254258524,0.000826380188201423,2.66574254258524e-05,0.00090635246447898,2.66574254258524e-05,0.00045317623223949,2.66574254258524e-05,0.000133287127129262,0.000213259403406819,2.66574254258524e-05,0.000373203955961933,2.66574254258524e-05,2.66574254258524e-05,2.66574254258524e-05,2.66574254258524e-05,2.66574254258524e-05,2.66574254258524e-05,2.66574254258524e-05,2.66574254258524e-05,2.66574254258524e-05,2.66574254258524e-05,2.66574254258524e-05,2.66574254258524e-05,2.66574254258524e-05,2.66574254258524e-05,2.66574254258524e-05,2.66574254258524e-05,2.66574254258524e-05,2.66574254258524e-05,2.66574254258524e-05,2.66574254258524e-05,2.66574254258524e-05,2.66574254258524e-05,2.66574254258524e-05
"BH1-8",0.244123572867696,0.0988531280673657,0.0332437877770316,0.075786537170016,0.364803430283618,0.0354910368342202,0.000464948080797644,0.0332696182259648,0.00126569199772692,0.00240223175078783,0.020535206901896,0.0212842899209588,0.0133285116495325,0.0129927158134008,0.000284134938265227,0.000645761223330061,0.00508859843984088,0.00309965387198429,0.0052435811334401,0.00857570904582321,0.00193728366999018,0.000800743916929276,0.00805910006715917,2.58304489332025e-05,0.000826574365862479,0.000387456733998037,0.000232474040398822,0.000387456733998037,0.0020664359146562,2.58304489332025e-05,2.58304489332025e-05,0.000542439427597252,2.58304489332025e-05,0.000464948080797644,2.58304489332025e-05,0.000413287182931239,2.58304489332025e-05,0.000981557059461693,0.000258304489332025,0.000335795836131632,2.58304489332025e-05,2.58304489332025e-05,2.58304489332025e-05,2.58304489332025e-05,2.58304489332025e-05,0.000284134938265227,0.00030996538719843,2.58304489332025e-05,2.58304489332025e-05,2.58304489332025e-05,2.58304489332025e-05,2.58304489332025e-05,2.58304489332025e-05,2.58304489332025e-05,0.000232474040398822,2.58304489332025e-05,2.58304489332025e-05,2.58304489332025e-05,2.58304489332025e-05,2.58304489332025e-05,2.58304489332025e-05,2.58304489332025e-05,2.58304489332025e-05,2.58304489332025e-05
"BH2-10",0.172611764705882,0.104235294117647,0.0481411764705882,0.167835294117647,0.290917647058824,0.0422117647058824,0.000541176470588235,0.0228,0.00136470588235294,0.002,0.0131058823529412,0.0256235294117647,0.0242352941176471,0.0254352941176471,0.000282352941176471,0.000494117647058824,0.00341176470588235,0.00578823529411765,0.0056,0.00948235294117647,0.00190588235294118,0.00141176470588235,0.0180470588235294,0.000329411764705882,0.00155294117647059,0.000188235294117647,0.000447058823529412,0.000447058823529412,0.00310588235294118,2.35294117647059e-05,2.35294117647059e-05,8e-04,2.35294117647059e-05,0.000635294117647059,2.35294117647059e-05,0.000894117647058824,2.35294117647059e-05,0.000564705882352941,0.000117647058823529,0.000423529411764706,2.35294117647059e-05,2.35294117647059e-05,2.35294117647059e-05,2.35294117647059e-05,0.000235294117647059,0.000164705882352941,0.000541176470588235,0.000470588235294118,2.35294117647059e-05,2.35294117647059e-05,0.000258823529411765,2.35294117647059e-05,0.000305882352941176,0.000376470588235294,2.35294117647059e-05,2.35294117647059e-05,2.35294117647059e-05,2.35294117647059e-05,0.000164705882352941,2.35294117647059e-05,2.35294117647059e-05,2.35294117647059e-05,2.35294117647059e-05,2.35294117647059e-05
"BH2-6",0.125122738111937,0.215738532753542,0.00252489830270725,0.0783419834478889,0.417964183850002,0.0283583485294805,0.00137934259129378,0.0276803665778277,0.00116893439940151,0.0118997521859073,0.00137934259129378,0.0294337681769299,0.0104035161546734,0.00570439986907935,2.33786879880301e-05,0.000865011455557114,0.00645251788469631,0.00168326553513817,0.00320288025436013,0.0154533127600879,0.000911768831533174,0.00128582783934166,0.00547061298919905,0.000490952447748632,0.000701360639640904,0.000420816383784542,2.33786879880301e-05,2.33786879880301e-05,0.00161312947117408,2.33786879880301e-05,2.33786879880301e-05,0.000374059007808482,2.33786879880301e-05,0.000724739327628934,2.33786879880301e-05,0.000935147519521205,2.33786879880301e-05,2.33786879880301e-05,0.000163650815916211,0.000631224575676813,2.33786879880301e-05,2.33786879880301e-05,2.33786879880301e-05,0.000327301631832422,2.33786879880301e-05,0.000116893439940151,0.000187029503904241,2.33786879880301e-05,2.33786879880301e-05,2.33786879880301e-05,2.33786879880301e-05,2.33786879880301e-05,0.000140272127928181,2.33786879880301e-05,2.33786879880301e-05,2.33786879880301e-05,2.33786879880301e-05,2.33786879880301e-05,9.35147519521205e-05,2.33786879880301e-05,2.33786879880301e-05,2.33786879880301e-05,2.33786879880301e-05,2.33786879880301e-05
"BH2-8",0.19090238051301,0.126776157962724,0.0469028726087224,0.130405363843268,0.297963953989051,0.0381989296918251,0.000645875622808636,0.040136556560251,0.00230669865288799,0.00369071784462078,0.0109798855877468,0.0179614935104878,0.0196838285046442,0.0252199052715753,0.000215291874269545,0.00119948329950175,0.00547456480285416,0.00522851694654611,0.00476717721596851,0.0109491296057083,0.00159931106600234,0.00175309097619487,0.0085501630067048,3.07559820385065e-05,0.000707387586885649,0.000584363658731623,0.000399827766500584,0.000553607676693117,0.00267577043735007,3.07559820385065e-05,3.07559820385065e-05,0.000768899550962662,3.07559820385065e-05,0.000276803838346559,3.07559820385065e-05,0.00104570338930922,3.07559820385065e-05,3.07559820385065e-05,0.000123023928154026,3.07559820385065e-05,3.07559820385065e-05,3.07559820385065e-05,3.07559820385065e-05,3.07559820385065e-05,3.07559820385065e-05,0.000399827766500584,3.07559820385065e-05,3.07559820385065e-05,3.07559820385065e-05,3.07559820385065e-05,3.07559820385065e-05,3.07559820385065e-05,3.07559820385065e-05,3.07559820385065e-05,3.07559820385065e-05,3.07559820385065e-05,3.07559820385065e-05,3.07559820385065e-05,3.07559820385065e-05,3.07559820385065e-05,3.07559820385065e-05,3.07559820385065e-05,3.07559820385065e-05,3.07559820385065e-05
"BH3-10",0.235048678720445,0.097845448112632,0.0303296488788034,0.0833516336041773,0.306346533928702,0.0559012273381646,0.000170802527877413,0.0320864748798282,0.00117121733401654,0.00219603250128102,0.0362589366322622,0.0316716687406974,0.0153966278700925,0.0204475026230388,0.000170802527877413,0.000585608667008272,0.00512407583632238,0.00427006319693532,0.00412366103018325,0.00841812458824391,0.00117121733401654,0.00204963033452895,0.0156650318424713,2.44003611253447e-05,0.00170802527877413,0.000317204694629481,0.000512407583632238,0.000634409389258961,0.00212283141790499,2.44003611253447e-05,2.44003611253447e-05,0.000658809750384306,2.44003611253447e-05,0.000634409389258961,2.44003611253447e-05,0.000878413000512408,2.44003611253447e-05,0.000439206500256204,0.000146402166752068,0.000463606861381548,2.44003611253447e-05,2.44003611253447e-05,2.44003611253447e-05,2.44003611253447e-05,2.44003611253447e-05,2.44003611253447e-05,0.000268403972378791,2.44003611253447e-05,2.44003611253447e-05,2.44003611253447e-05,0.000122001805626723,0.000439206500256204,2.44003611253447e-05,2.44003611253447e-05,2.44003611253447e-05,2.44003611253447e-05,2.44003611253447e-05,2.44003611253447e-05,2.44003611253447e-05,2.44003611253447e-05,2.44003611253447e-05,0.000219603250128102,2.44003611253447e-05,2.44003611253447e-05
"BH3-6",0.161192228792084,0.196669482321709,0.00159285628092192,0.0439966212139495,0.423941112585978,0.0271268251478219,0.00115844093157958,0.0330397007360927,0.00137564860625075,0.0140460962954024,0.00728852419452154,0.0343429467841197,0.00716785326414867,0.00318571256184385,2.41341860745746e-05,0.00178592976951852,0.00695064558947749,0.00125497767587788,0.00371666465548449,0.0139736937371787,0.00115844093157958,0.00173766139736937,0.00444069023772173,0.00031374441896947,0.000603354651864366,0.000530952093640642,0.000337878605044045,2.41341860745746e-05,0.0016169904669965,2.41341860745746e-05,2.41341860745746e-05,0.000917099070833836,2.41341860745746e-05,0.000458549535416918,2.41341860745746e-05,0.000699891396162664,2.41341860745746e-05,0.000265476046820321,9.65367442982985e-05,2.41341860745746e-05,0.00115844093157958,2.41341860745746e-05,2.41341860745746e-05,2.41341860745746e-05,2.41341860745746e-05,0.000434415349342343,2.41341860745746e-05,2.41341860745746e-05,2.41341860745746e-05,2.41341860745746e-05,2.41341860745746e-05,0.000362012791118619,2.41341860745746e-05,2.41341860745746e-05,2.41341860745746e-05,2.41341860745746e-05,2.41341860745746e-05,2.41341860745746e-05,2.41341860745746e-05,2.41341860745746e-05,2.41341860745746e-05,0.000386146977193194,2.41341860745746e-05,2.41341860745746e-05
"BH3-8",0.207621882722984,0.130981801842283,0.0133396989440575,0.0733543024039542,0.341524376544597,0.0385587508425073,0.000421253650864974,0.053695798696922,0.0016850146034599,0.00454953942934172,0.0340653785666142,0.0209784318130757,0.0151370478544147,0.0178049876432262,2.80835767243316e-05,0.00112334306897326,0.00617838687935296,0.00207818467760054,0.005420130307796,0.00946416535609975,0.00193776679397888,0.00143226241294091,0.0113176814199056,0.000252752190518985,0.00129184452931925,0.000224668613794653,0.000561671534486632,0.000252752190518985,0.00148842956638958,2.80835767243316e-05,2.80835767243316e-05,0.000758256571556953,2.80835767243316e-05,0.000337002920691979,2.80835767243316e-05,0.000477420804313637,2.80835767243316e-05,0.000421253650864974,0.000140417883621658,2.80835767243316e-05,2.80835767243316e-05,2.80835767243316e-05,2.80835767243316e-05,2.80835767243316e-05,2.80835767243316e-05,0.000280835767243316,2.80835767243316e-05,2.80835767243316e-05,2.80835767243316e-05,2.80835767243316e-05,2.80835767243316e-05,2.80835767243316e-05,2.80835767243316e-05,2.80835767243316e-05,2.80835767243316e-05,2.80835767243316e-05,2.80835767243316e-05,2.80835767243316e-05,2.80835767243316e-05,2.80835767243316e-05,2.80835767243316e-05,2.80835767243316e-05,2.80835767243316e-05,2.80835767243316e-05
"BH4-10",0.152380730850643,0.0767137307808611,0.0295875880998349,0.179967900258194,0.302481914819381,0.0461491940173525,0.000279128189621084,0.0198181014630969,0.00116303412342118,0.00151194436044754,0.0173292084389756,0.0259356609522924,0.0534995696773744,0.0335419041194669,0.00025586750715266,0.000395431601963202,0.00309367076830034,0.0093507943523063,0.00488474331836896,0.00944383708217999,0.00188411527994231,0.0017678118676002,0.0176083366285967,0.000534995696773744,0.00134911958316857,0.000232606824684236,0.000604777744179014,0.00076760252145798,0.0020702007396897,2.32606824684236e-05,2.32606824684236e-05,0.000674559791584285,2.32606824684236e-05,0.000697820474052709,2.32606824684236e-05,0.000907166616268522,2.32606824684236e-05,2.32606824684236e-05,0.000162824777278965,2.32606824684236e-05,2.32606824684236e-05,2.32606824684236e-05,2.32606824684236e-05,2.32606824684236e-05,0.000139564094810542,0.000581517061710591,0.000395431601963202,0.000441952966900049,2.32606824684236e-05,2.32606824684236e-05,0.000232606824684236,2.32606824684236e-05,2.32606824684236e-05,2.32606824684236e-05,2.32606824684236e-05,2.32606824684236e-05,2.32606824684236e-05,2.32606824684236e-05,2.32606824684236e-05,2.32606824684236e-05,2.32606824684236e-05,0.000581517061710591,2.32606824684236e-05,2.32606824684236e-05
"BH4-6",0.154993400791905,0.121711394632644,0.00274967003959525,0.0943246810382753,0.420501539815222,0.0331060272767268,0.00134183897932248,0.0388473383194017,0.00235371755389353,0.0112626484821821,0.00241970963484382,0.0273867135943687,0.0222833260008799,0.016080070391553,0.000395952485701716,0.00290365156181258,0.00556533216014078,0.00123185217773867,0.00382754069511659,0.0149582050153981,0.00151781786185658,0.00222173339199296,0.00811702595688517,0.000373955125384954,0.00136383633963924,0.000351957765068192,0.000571931368235812,0.000307963044434668,0.00131984161900572,2.1997360316762e-05,2.1997360316762e-05,0.000637923449186098,2.1997360316762e-05,0.000505939287285526,2.1997360316762e-05,0.000725912890453145,2.1997360316762e-05,0.000483941926968764,0.000175978882534096,0.000351957765068192,2.1997360316762e-05,2.1997360316762e-05,2.1997360316762e-05,2.1997360316762e-05,8.79894412670479e-05,0.000417949846018478,0.000417949846018478,2.1997360316762e-05,2.1997360316762e-05,0.000615926088869336,2.1997360316762e-05,0.000307963044434668,0.000175978882534096,2.1997360316762e-05,0.00021997360316762,2.1997360316762e-05,2.1997360316762e-05,2.1997360316762e-05,2.1997360316762e-05,2.1997360316762e-05,2.1997360316762e-05,2.1997360316762e-05,2.1997360316762e-05,2.1997360316762e-05
"BH4-8",0.16209026128266,0.0889073634204276,0.0331116389548694,0.161330166270784,0.339904988123515,0.0356294536817102,0.000546318289786223,0.0350356294536817,0.00225653206650831,0.00380047505938242,0.00657957244655582,0.0236342042755344,0.0371733966745843,0.0194299287410926,0.000166270783847981,0.000498812351543943,0.00498812351543943,0.00572446555819477,0.00515439429928741,0.0111638954869359,0.00232779097387174,0.00213776722090261,0.00845605700712589,0.000213776722090261,0.00109263657957245,0.000546318289786223,0.000380047505938242,0.000878859857482185,0.00190023752969121,2.37529691211401e-05,2.37529691211401e-05,0.00125890736342043,2.37529691211401e-05,0.000736342042755344,2.37529691211401e-05,0.000831353919239905,2.37529691211401e-05,0.000712589073634204,0.000237529691211401,2.37529691211401e-05,2.37529691211401e-05,2.37529691211401e-05,2.37529691211401e-05,2.37529691211401e-05,2.37529691211401e-05,2.37529691211401e-05,2.37529691211401e-05,0.000475059382422803,2.37529691211401e-05,2.37529691211401e-05,2.37529691211401e-05,2.37529691211401e-05,2.37529691211401e-05,2.37529691211401e-05,2.37529691211401e-05,2.37529691211401e-05,2.37529691211401e-05,2.37529691211401e-05,2.37529691211401e-05,2.37529691211401e-05,2.37529691211401e-05,2.37529691211401e-05,2.37529691211401e-05,2.37529691211401e-05
"BH5-10",0.22588424437299,0.0738088278281205,0.0342979635584137,0.0869628763519439,0.317183084867972,0.0434570788268538,0.000219234142063724,0.0159310143232973,0.000657702426191172,0.00124232680502777,0.08647568936958,0.0282812043262204,0.0155412647374062,0.0277940173438566,0.000146156094709149,0.000535905680600215,0.00377569911331969,0.00574880639189321,0.00297184059241937,0.00518854136217481,0.00133976420150054,0.00126668615414596,0.0128617363344051,0.000341030887654682,0.000828217870018514,0.000389749585891065,0.000535905680600215,0.000828217870018514,0.00199746662769171,2.43593491181916e-05,2.43593491181916e-05,0.000389749585891065,2.43593491181916e-05,0.000535905680600215,2.43593491181916e-05,0.000511546331482023,2.43593491181916e-05,0.000511546331482023,0.000146156094709149,2.43593491181916e-05,0.000389749585891065,2.43593491181916e-05,2.43593491181916e-05,2.43593491181916e-05,0.000121796745590958,2.43593491181916e-05,2.43593491181916e-05,2.43593491181916e-05,2.43593491181916e-05,2.43593491181916e-05,0.000146156094709149,2.43593491181916e-05,2.43593491181916e-05,0.000121796745590958,2.43593491181916e-05,2.43593491181916e-05,2.43593491181916e-05,2.43593491181916e-05,2.43593491181916e-05,2.43593491181916e-05,2.43593491181916e-05,2.43593491181916e-05,2.43593491181916e-05,2.43593491181916e-05
"BH5-6",0.147619156266399,0.177393962901275,0.00433502931848776,0.0588423190125259,0.434849072531885,0.0282005065139519,0.00095826963882361,0.0291587761527756,0.00114079718907573,0.00869287458075704,0.00860161080563098,0.0333112779210112,0.0129138241803372,0.012640032854959,0.000273791325378174,0.0010951653015127,0.00499669168815168,0.00182527550252116,0.00349083939857172,0.0120468183166397,0.00146022040201693,0.00111798124529421,0.00593214538319377,0.000387871044285747,0.00159711606470602,0.000479134819411805,0.000228159437815145,0.000182527550252116,0.00171119578361359,2.28159437815145e-05,0.000182527550252116,0.000524766706974834,2.28159437815145e-05,0.000844189919916037,2.28159437815145e-05,0.00070729425722695,2.28159437815145e-05,2.28159437815145e-05,0.000319423212941203,2.28159437815145e-05,2.28159437815145e-05,0.000661662369663921,2.28159437815145e-05,2.28159437815145e-05,2.28159437815145e-05,2.28159437815145e-05,2.28159437815145e-05,2.28159437815145e-05,2.28159437815145e-05,0.000479134819411805,2.28159437815145e-05,0.000182527550252116,2.28159437815145e-05,2.28159437815145e-05,2.28159437815145e-05,2.28159437815145e-05,2.28159437815145e-05,2.28159437815145e-05,2.28159437815145e-05,2.28159437815145e-05,2.28159437815145e-05,2.28159437815145e-05,2.28159437815145e-05,2.28159437815145e-05
"BH5-8",0.207627225659806,0.0838489708296502,0.0338679126152292,0.0968051521656775,0.316075262028034,0.0366207854527087,0.000429347139790377,0.0429599696931431,0.00174264427326683,0.0027781285515848,0.0729890137643642,0.0260638969566864,0.0176537441596161,0.0196994570021467,2.52557141053163e-05,0.000252557141053163,0.00598560424295997,0.00239929284000505,0.00409142568506124,0.00694532137896199,0.00207096855663594,0.00149008713221366,0.00919307993433514,0.000353579997474428,0.00149008713221366,0.000252557141053163,0.000227301426947847,0.000530369996211643,0.00214673569895189,2.52557141053163e-05,2.52557141053163e-05,0.000454602853895694,2.52557141053163e-05,0.000328324283369112,2.52557141053163e-05,0.000580881424422275,2.52557141053163e-05,0.000505114282106326,0.000202045712842531,2.52557141053163e-05,0.000176789998737214,2.52557141053163e-05,2.52557141053163e-05,2.52557141053163e-05,0.000151534284631898,2.52557141053163e-05,2.52557141053163e-05,2.52557141053163e-05,2.52557141053163e-05,2.52557141053163e-05,2.52557141053163e-05,2.52557141053163e-05,0.000303068569263796,2.52557141053163e-05,2.52557141053163e-05,2.52557141053163e-05,2.52557141053163e-05,2.52557141053163e-05,2.52557141053163e-05,2.52557141053163e-05,2.52557141053163e-05,2.52557141053163e-05,2.52557141053163e-05,2.52557141053163e-05
"BL1-10",0.32037344929019,0.101342882721576,0.0516178539455173,0.0727970328686533,0.00199514004348382,0.122649955237243,0.000844097710704694,0.0425374088758153,0.00276250159866991,0.00823634735899732,0.0205397109604809,0.0426397237498401,0.10367054610564,0.0310781429850365,0.000434838214605448,0.00202071876199002,0.00856887069957795,0.0018416677324466,0.00777593042588567,0.00145798695485356,0.0130963038751759,0.00925949609924543,0.00603657756746387,0.00250671441360788,0.00291597390970712,0.00120219976979153,0.00120219976979153,0.000639467962655071,0.00644583706356312,2.55787185062028e-05,2.55787185062028e-05,0.00283923775418852,2.55787185062028e-05,0.00255787185062029,2.55787185062028e-05,0.0018416677324466,2.55787185062028e-05,0.000383680777593043,0.00145798695485356,2.55787185062028e-05,0.000485995651617854,2.55787185062028e-05,2.55787185062028e-05,2.55787185062028e-05,0.000792940273692288,2.55787185062028e-05,2.55787185062028e-05,2.55787185062028e-05,2.55787185062028e-05,2.55787185062028e-05,0.000460416933111651,2.55787185062028e-05,2.55787185062028e-05,2.55787185062028e-05,2.55787185062028e-05,2.55787185062028e-05,2.55787185062028e-05,2.55787185062028e-05,2.55787185062028e-05,2.55787185062028e-05,2.55787185062028e-05,2.55787185062028e-05,2.55787185062028e-05,2.55787185062028e-05
